Comments,Type
I have uncontrolable hic-ups right now that hurt,0.0
 no im not going this wknd  sorry it took me forever to respond i just realized twitter isnt txting me ur updates!,0.0
oh yah her and angel came and harrassed me and tried to break in my house!! lol  Burgen,0.0
Not feelin right. Hope the feeling passes. Stupid stomach.,0.0
" I can`t seem to find it, can you send it to me again please  oh and tag it too lol",0.0
 Bad times for everyone  Whywhywhy do we have to write essays  No fair!,0.0
 I wish I could still drink it but I had two bad nights with white wine in London and then I was sick for almost a week,0.0
omg patron is 1ofmy FAVS   im so jealous icant do 10 but i can do 5 so make it 15  so serious im in alabama visitin fam,0.0
Have decided I just can`t stand `s Alltop spam any longer.,0.0
"Really mad at myself for forgetting about the May 24 deadline for the 40,000 mile award trips to South America on ",0.0
Has been rejected,0.0
Almost time to say Good Bye to my twimulations. I`ll miss my tweeps,0.0
 Right here! Army Wife in Germany! I can`t STAND that I cannot be there this summer!,0.0
Oh no  I wanted to go to sea but today the sun is not here!  SIGH!,0.0
my deep fry drumsticks were not as good as i thought they would be,0.0
This weather is awful! I just want to curl up and read a book all day,0.0
_and_jay hi!  **** your job!,0.0
" she`s in LA, wanting sun today... but apparently LA isn`t cooperating",0.0
: I knowww yur mother is being a **** and she doesn`t want to take me to the movies  ****,0.0
Learned a lesson the hard way. Lost my USB stick and backup was a month old,0.0
michael scholfield is no more. He is dead. I am sorry,0.0
is going to forgo Pub Night with the wife tonight. Tough week for both of us and neither is really up for it. Plus our neighbor died,0.0
"Cant believe Venus lost. A real shame. Smh. I think im getting sick  Had such a **** week, doesnt look like the wknd is gona be better!",0.0
Spent the night finally relaxing with Nogard on WoW after finishing some work Needed to take a small break from art. I really missed this,0.0
" Sorry about the weather, hopefully you`re not in the 2-3 hour wx delays here in BWI",0.0
" Sorry, that was a bit negative!",0.0
Now have an unpleasant talk w/n-laws 2 look 4ward 2....,0.0
" how tough was that, just wanted to hug her like my own",0.0
oh...my foot`s hurting now. About 5 minutes after I took it out though.,0.0
i don`t know what to do... time is going by so fast.,0.0
" See? Sucked you right in.  The only problem will be church/Sunday race conflicts, but that`s why God gave us DVR. :-D _niffer",0.0
I feel actual heartbreak.. _Gates last night  x,0.0
 Momentum works!  But Jeff will have a hard time from 42nd.,0.0
"I am in school. Absolutely I have been sick .. I want to go home - we are writing of geography, the best it will",0.0
 I could do with another one now myself. was back to work on Monday after being off for 7 weeks  not good.,0.0
 Sorry to hear that man  He is were the **** cant reach him now. My heart goes out to you and your family.,0.0
TODAy SUCKs - kisskass19: Ã¯Â¿Â½you and katey broke up?! Yah Kate Broke up with me  ItÃ¯Â¿Â½s been awful nd Vodkas... http://tumblr.com/xkx1wgl8r,0.0
I don`t wanna go back to work   sleepy time.,0.0
 i am so jealous!!,0.0
Almost made it to reading comedy outlet. Headlining all weekend. Only took me 2 extra hours with traffic. Basically doubled my time.,0.0
New picture isn`t working,0.0
I`m hungry. And single.  heading to the golfing range soon.,0.0
can`t upload a picture. I already hate twitter,0.0
 I know! I`m so slow its horrible. DON`T TELL ON ME!,0.0
"I`m up. getting ready for skill. can`t wait to fail my bio final yay! ugh, honor classes suckkkk.  ):",0.0
sorry for taking over twitter with my i-can`t-sleepness,0.0
I miss vlogcandy,0.0
" It saddens me, you`re youtube has changed. It`s just like every other youtube kid, you used to be different",0.0
 Right now it is 5:07am.  Ugghhh.,0.0
" Homework bound for the whole weekend, not so fun",0.0
I hate it when I am in pain,0.0
"_R Drive-in!? srsly!? *jealous*  I have never ever been to one.  there is one down the rd, but it`s no longer operational :|",0.0
Wonders why its so hard for me to concentrate...,0.0
"I feel bad over everything..  How can I be so stupid? Why was I so harsh? Its my fault, I know it. I`m sorry SaVvy, love you guys<3",0.0
...and all woman who transfer their first impressions (sexual/maternal) onto a less `threatening` man -- are themselves as weak as `Him`,0.0
" Sorry you are having a bad week. I feel like if I could get good sleep, I would be so much better too. Fog",0.0
"wow, 5 pm rolled around really fast. I accomplished only one thing on my to do list today...",0.0
 yeah.. gives me something useless to crib abt,0.0
Worst day ever. And its only noon.,0.0
 Haha **** you not inviting me,0.0
"wearing a pair of trousers that were loose last year, tight this year",0.0
had a **** contact with both parents >.>  grrr,0.0
 I`m soo jealous right now!!,0.0
HollowbabesHere comes the utter shite #bgt <I completely agree,0.0
missing my bffls! missing my friday night dates!  hot dogs for dinner then who knows what the evening holds!,0.0
cant sleep again! I couldnt sleep last night eather!  *Wabble Wabble*,0.0
 Yucky!  Time to bring out the vaccuum and go to War. Our house is always a spider haven for some reason. Not cool.,0.0
"Oh and thank alllll of you who put me in ur Follow Friday!!  to all of my new followers I usually do it, but today...I`m just too tired!",0.0
was gonna go to my brothers show but still feeling like poo :**(,0.0
 I`m not feeling very inspired today...I was suppose to be @ the B`ham concert tonight!,0.0
"on my 42nd written ****.. i get less ideas every day, and every day",0.0
on my way to work! working sucks big time,0.0
SF felt WAY too intense for me tonight. Hope that doesn`t keep up. Upset with myself for not hanging with  and pearl,0.0
 that`s sad  what kind of mess are you getting into this weekend?,0.0
why are matters of the heart so complicated?,0.0
haha I`m bored! I think I`ll go watch a movie  BBL,0.0
" oh! Yeah,your mom told be about that.  I thought you meant his twitter ID & I was very confused. That sucks. Sick.",0.0
fell on the sidewalk in harvard square.  stupid cobblestones!  now my hand hurts,0.0
either my inerne is **** or my mind is but i`m pretty sure that it`s the internet,0.0
ready for the weekend and sad that I have to be at the office again tomorrow morning,0.0
  I`m @ work and missed everythin yesterday but don`t know wot? Anybody,0.0
is sad that greg pritchard didnt make it through to the final of britains got talent coz he soooo deserved it,0.0
Heading home. Could really have done without banging my head on the way into the bus,0.0
_distel Maybe u have natural ability for languages  I envy u on that !!,0.0
The cats are gone. All 3 of them.,0.0
"My Boy is leaving for the Summer, Going to stay with the Grandparents.. I`m gonna miss him!!",0.0
It looks as though I am sick little friends,0.0
Only just past 8am and already been spoiled rotton,0.0
"Insomnia at its finest. Go to bed at 11:30, fully awake at 2. Grrr. Anyone want to call mee?",0.0
I had the worst dream ever: the Lakers were losing 11 : ZIP  & Courney Cox had a mohawk wtf.,0.0
 sorry - didnt mean to   hope you can think positivly about being 80 and looking back on 30!,0.0
"don`t think that went well, was only in there for 15 mins",0.0
i really want a blackberry  my sidekick is hella wack. night,0.0
 sorry i couldn`t fit hal`s name,0.0
 man that sucks.,0.0
I`m really nervous about giving a speech at a wedding tomorrow,0.0
lousy **** landlord.   need to focus on kid`s packing but cant . nevermind sew sleeping bag,0.0
 that sucks mama,0.0
" I`m not going, sadly.  Maybe next year, eh?",0.0
surgery effin hurts,0.0
So bored... need more people for rsmv !!  jagex doesn`t let u say RSMV unless its the first word u say in the sentence.. sad,0.0
"****, we have some kind of bugs in our house. And we dont know why or what it is",0.0
Anotha day of work  not lookin forward i hate closin fri,0.0
My stomach effing hurts. Sadly there`ll be no gym class this afternoon,0.0
Gotta go now .. i`m going to Circus .. the real Circus not Britney`s Tour  sadly ..,0.0
 I have my 830 class  **** school! what time you work wed? if jade comes ima have to get her in antioch at amtrak.,0.0
*old me`s dead and gone*,0.0
"it`s you and me forever ?, it`s you and me right now   flywithmeobsessive. Im crying",0.0
 sounds like the muffler bearings are going bad,0.0
can I just go to sleep and wake up in December when my house is all organized and the baby is here?.. feeling like poo today,0.0
I wish I had company,0.0
  My Power was cut off  thats where i went,0.0
looks like it got cloudy again outside! and i have nothing to do tonight! boo friday,0.0
"Home early, yeh! work to do over the weekend, $%$#@!!!! not happy!!! so much 4 a big1",0.0
It was going to happen one day but I so feel for the girl AND her mum,0.0
Stupid idiot who ran a stop sing and almost killed me and my car!,0.0
 didn`t have my camera with me  totally regretting it now!,0.0
im bored.. RC is goin maintenance,0.0
going through security already miss my baby.,0.0
nursing my scratches and bumps from Festivus mud wrestling. I swear there`s still dirt in my hair but a good time was had by all,0.0
missing loverboy so much,0.0
Cried my eyes out watching My Girl last period   hahah,0.0
"this time, i really need to shut it.. i`m going to sleep! my head aches badly and i really can`t take it..",0.0
"Youtube`s tubes appear to be clogging up somewhat today, connection errors a plenty.",0.0
" sorry guys, the WAVVES show was canceled, they missed their flight",0.0
"going to my bff`s. haha. but thats in like 2 hourssss sooooo...calllll me. actually darn, i have hw",0.0
wishes he can just call her.  blah. it used to be so easy to move on. wtf happened?,0.0
 yeah & when it goes wrong it`s the worst feeling ever,0.0
_X sorry about that.,0.0
Sad that everyone is leaving me.,0.0
after I said hi how are you she did at double take & left. **** it I should have let her look around first,0.0
 the no tweeting guilt trip didn`t stop you huh?  I felt so bad!,0.0
"My boyfriend just broke his wrist, now he might need surgery  im so nervous",0.0
  no one told me the mutual admiration society was meeting this morning! LOL  Hi boys!,0.0
i`m still full from the buffet at palms.  my stomach actually hurts. ugh gluttony bites.,0.0
is feeling really sick,0.0
10 minutes to boarding; 14 hours to home. no window seat,0.0
I`m a lil sad looks like nomore brooklyn 4 a while WTF ,0.0
So much to tell-Only blip is her immune system hasn`t recovered-not yet a newborns. Give it 6 more months.  But that`s nothing.,0.0
"_M ah. knowing microsoft, they could probby do it, but would want to charge way too much extra for it",0.0
is now going to see his very ill uncle on saturday and spend the night at his house as even more bad news has come up,0.0
 soooo jelous of you right now,0.0
also. proof number #2923848932 that I have no life - I have an imaginary boyfriend named Vince. It`s sad that my friends encourage me so.,0.0
The sun is shining and I`m stuck in work,0.0
"@_katieedwards I can`t yet back, I`ve run out of texts!  I`ll ring you laters xoxo",0.0
Exams are so stressful,0.0
#itsucks when everyone but the one i want to text me is texting me!,0.0
Dell FX100 Pc-over-IP audio device (Teradici) is giving me a hard time in #Linux #Ubuntu Jaunty  Kernel isnt loading the snd-hda-intel drv,0.0
Layin in bed awake. Txtin my girl in vegas. Wishin I didn`t have to work and I was w her,0.0
"at work.. missing my miami fam , , , carolina, , ,  &&& more",0.0
Sick......and no it`s not the swine flu atleast I hope not,0.0
 i want to comment but don`t understand what you`re saying,0.0
 jet blue is okay I guess. They cancel flights and don`t have a lot of backup planes. And no first class,0.0
