Comments,Type
thank you sir,1.0
thankyou so much sir,1.0
all videos are very very excellent and helpful.  thank you so much sir. never delete all these videos.,1.0
best professor come cross in research methodology,1.0
,1.0
"knowledgeable class, sir",1.0
23..min,1.0
he is not best..... but excellent in teaching,1.0
thankyou for your lacture ,1.0
please sir try and be explaining it in english too ,1.0
,1.0
thank you,1.0
,1.0
thankyou sir,1.0
,1.0
sir 7 and 8 no. lecture nahi upload kaya ha...za lecture no. ma mistake huye hai......????????,1.0
woww! i am just amazed to see such a great explanation and making things easy as bread and butter for the students......after watching this lecture i have decided that i will watch the whole research methodology playlist alongside the statistics playlist aslo....keep it up sir....,1.0
"hi, could i ask, if a study involves letting participant watch a video of a well dressed person, and a second video of a causally dressed person, and getting them to select which person they find more trustworthy.if the hypothesis is that people would find the well dressed person more trustworthy,would this entire study be considered an experimental study?",1.0
"what a clarity sir, just superb",1.0
very well explained ,1.0
sir kl exam hai mera... but aj ye video dekh kr... i have no words how to thank u ,1.0
explaining .. awesome........,1.0
thankyou sir,1.0
,1.0
thank you sir,1.0
thankyou sirjiaisa samjaya ki ab chah ke bhi nahi bulaya ja sakta....,1.0
suupr,1.0
sir volume kam h,1.0
thank you sir,1.0
thank you sir,1.0
"dear professor,warm greetings,please suggest the books for doe which is easy to read and understand for begineers.",1.0
sir you are over power ,1.0
"dear sir,please provide the name of text book and guideline book of spss software use . thanks",1.0
"aditya sir, would you, please, give me your all classes notes and texts and give me the of text or reference book from which teach us research methodology. thanks.regards,harishchandra shahnepal",1.0
amazing lacture ,1.0
sir kindly explain the anova for crd rcbd and lsd,1.0
"sir , topic par based numerical bhi kara diya karo 1-2 pls",1.0
very nice ,1.0
amazing lecture thankyou.,1.0
thanks sir ji ,1.0
thanku so much sir,1.0
,1.0
sir i like your videos.. please comment your contact i want to take your online classes,1.0
"very nice explanation. sir, how many treatments can be tested in rbd.",1.0
it&#39;s a very lucid explanation ,1.0
"the books have such terrible explanation. this is very clear and logical. thank you, sir.",1.0
very beautifully explained. good work ,1.0
good explanation but do provide some questions solved on these.,1.0
sir you really explained in a very beautiful way .,1.0
thank you so much sir ,1.0
thank you! you explained beautifully,1.0
sir pleaese upload complete information about rbd include anova table missing plote its advantage and disadvantage how to  prectical in field,1.0
2:52 opening terminal3:14 short-cut opening terminal4:05 directories(folders)5:20 &#39;pwd&#39; present working directory command6:20 root directory from terminal6:50 &#39;ls&#39; list command,
"excellent video. learning the command line can be very confusing but you explained it very well in this first video, great start thank you.",1.0
thank you for putting all this work into this series!,1.0
finally found a linux cli tutorial that does not assume you already know all about linux. thank you for taking the time to present a high quality set of tutorials.,1.0
"man you know your stuff, thanks for this.my teacher recommended watching your videos to prepare for my computers test, and this is so useful for me!",1.0
"excelente contedo, sou do brasil ... e encontrei o canal, vou seguir e estou feliz por achar contedos fascinantes.",1.0
thank you very very much.  your tutorials for beginners are awesome and your speech is understandable too. big thanks.,1.0
hey guys m ur always fan. m working on your 4 hour c programming video and m inspired by you.. really understanding and knowledgeable tutorials. . thank you for your efforts. . really appreciate it. ..,1.0
"thanks a lot sir,using command line is hard but you make it easy for us.be success in your life.",1.0
"watched several different but you sir are fantastic!!  have run across several very goodvideos by indian program er but couldn&#39;t understand them, either they talk so fast or so lowwas impossible to get it.  this is nothing derogatory against them.  just difference in languages.but you have perfect tone, speed and pronunciation.look through your videos, oh my what a treasure trove.  subscribed!  thank you.",1.0
"excellent teaching style. nice work dear. learned a lot. actually i am totally new, so...yeah, thanks. :)",1.0
first impression is the last impression... most awaited teaching tooooooo great teaching  thanks alot sir,1.0
you have really made me an enthusiast. a word from a mechanical engineer.,1.0
thank you for the information about the shortcut. it helps a lot to learn how to use the command line.,1.0
thank you so much you have no idea how much i needed this for profesional purposes!!!,1.0
"good evening sir,                             sir i am having a question in linux i have mentioned the question below.question:- create users arpita, rahul, barun and karan all belongs to world and master groups. primary group of arpits and barun will be super. add rahul and karan users to sunn and mon groups._x000D_how will i solve this question in linux?_x000D_kindly tell me the steps part -wise the way to solve (commands)",1.0
thank you making this series. learning a lot.,1.0
that&#39;s a concise and great video. thumbs up.,1.0
"i really enjoyed this video, hope learning linux will be enjoyable journey",1.0
great tutorial - many thanks.,1.0
great video! i hope you will continue this.,1.0
i&#39;m so happy i found your channel ... your videos are the best!thank you :-),1.0
change the speed as 1.25x ... stil you can understand it... appreciating the effort of an indian youtube channel with crisp content  and simple english...,1.0
very helpful! ,1.0
"awesome, this is just what i have been waiting for. thank you.",1.0
cool! i will try to keep up with this series. greetings,1.0
thanks for taking the time to learn english and to share your knowledge,1.0
thankyou a lot.i am reading linux foundation book and practice with your video.thankyou :-),1.0
good job sir please keep it up may you live long,1.0
can you redue these videos now that you have a better microphone? i really like your newer videos. it is nice to hear you on the new mic.,1.0
thank you for your teaching,1.0
well explained.,1.0
sir please upload video for how to increase the hard disk of vm ware  for ubuntu  from like 20 gb to 40 or 50 gb,1.0
well explained,1.0
i know that this question isn&#39;t totally related but i still would like to know.i&#39;m a experimental physics phd students and many of my seniors are asking me to shift from windows 11 home to ubuntu as it is open and more useful for data anlysis. however i&#39;m still caught between two minds about this and i&#39;m afraid i might break my lptop if i replace it&#39;s prestate with ubuntu ?,1.0
which one is better for learners : ubuntu or kali,1.0
really it&#39;s a great tutorial,1.0
awesome teaching thanks alot,1.0
thank you for making this.,1.0
thank you for sharing knowledge,1.0
simply the best!!,1.0
awesome ... thanks,1.0
thank the heavens i understand every word thats the first..subscribe hes good,1.0
"hi im from vietnam, can u make english subtitles for me and someone else who need? thank u for your support",1.0
excellent vedio bro,1.0
sir your videos is very informated great job,1.0
super video bro,1.0
useful information,1.0
is this command line helpful for upcoming version of linux also.,1.0
nice video for basic knowledge of ubuntu,1.0
thanks so much my mentor really your are great teacher just keeep going,1.0
we want more tutorials.,1.0
"nice , i was waiting for this .",1.0
sir will this tutorial will be useful for rhel users ?,1.0
ur vedios are osm and clear understanding thank you,1.0
"1:20 you had my curiosity, but now you have my attention",1.0
in desperate need of a pop filter...i subscribe any way. seems like  good at teaching.,1.0
please share the document as well.,1.0
could you please send me script how to download the course materials from udemy using shell script...help is much appreciated,1.0
  ...   ,1.0
sir thank you.god bless you,1.0
you are the great teacher for me and i want to learn it,1.0
sir!  my right side ctrl alt shift key not working in ubuntu(vir.box) pls give me solution ,1.0
can you please make a video on how to install ubuntu on windows since i want to use linux?,1.0
the first indian on youtube that i understand! subscribed!!!!!!,1.0
"sir, can we use boss linux operating system for run the comments",1.0
the information is very good but please fix the mix its very noisey,1.0
pls make videos on machine learning,1.0
"great, thanks for sharing from paraguay!",1.0
some where sound disturbance..  but explanation was nice.,1.0
is it necessary to learn linux for aws?,1.0
please add subtitles,1.0
"hello sir , kindly make an ethical hacking tutorial playlist using linux",1.0
awesome,1.0
lucid explanation,1.0
thank you!!,1.0
can you provide a single video set for all linux like c tutorial..,1.0
how do i download everything i need to practice using mac?,1.0
thank you!,1.0
can you please post video tutorials for angularjs   thank you,1.0
"thanks for your painstaking effort for this series. however, please take care of the sound quality, i almost got a deaf ears now..",1.0
can you please prepare the video of gerrit configuration.,1.0
thank you!!,1.0
subscribed. please improve sound quality.,1.0
sir please upload tutorial videos on red hat if anyone agree with me plz like.,1.0
sir is this video for linux beginners ???,1.0
nice tutorial,1.0
nice bro thanks,1.0
even still now i do not know what is pwd command stands for some of users says present working directorysome of other users says print working directory,1.0
nice tutorial,1.0
amazing,1.0
can any one tell me which version of linux is this ?,1.0
you are awesome,1.0
are these basics enough for learning aws,1.0
you are the best! ty from argentina!,1.0
thankyou sir,1.0
are the commands still the same in 2022?,1.0
"jump right to 5:28 for the start of the tuts, hit that thumbs up if u agree.",1.0
nice!,1.0
super,
added telugu audio :)tryout switching the language and let me know the feedback.,1.0
"finally, after a long time, i had wanted to learn js for a long time but i couldn&#39;t find a playlist that suited me... but i trust that navin sir would create an epic series, unbeatable by any other... hit like if you agree...",1.0
never stop this series sir ! i want to learn js from you! no one teaches like you. exceptional teaching for beginners by you !,1.0
"hi navin, first of all, thank you sooooooo much for such great content. every video of yours is awesome. i&#39;ve followed you for servlets, java, hibernate, spring, and everything you&#39;ve explained there is very easy to understand and follow. however, as those videos are a bit old now, i am facing some dependency issues while following the same. so a humble request to you is could you please update those playlists as well? especially the spring one?",0.0
"finally you are going to teach us js, the most awaited one . it&#39;s an absolute pleasure to learn the best language from the best teacher.",1.0
"mr. navin reddi, hope you doing well. i have followed your java course and some of other courses in youtube.  you are a very nice tutor and you try to make the community much better through your teachings. and thank you sir ..",1.0
sir please continue this series to the very end... i&#39;m a beginner still but with your lessons i want to become top good in java script ,1.0
"recently, i thought of learning java script. but, i didn&#39;t find useful resources to start and continue with, and adjust in my schedule.  now, you came up with this inspiring series, so let&#39;s start learning javascript. by the way, i learnt python from your informative and structured videos. thanks man.",1.0
last month i started learning html and css on w3school i feel i want a guide to complete. now i really happy sir  you are came with javascript thank you sir keep rockking ,1.0
my semester along with your lectures is a fantastic combination. thank you sir for providing quality content for free,1.0
"his way of explaining the concept is so clear, i couldnt understand nothing in my classes, but navin sir is so best in making the concepts simple thanks",1.0
i hope this channel will continue with some popular frameworks of js too...love telusko learnings,1.0
thank god. i would have completely dropped from learning js had i not found tutorial series from navin. big fan of you man. keep rocking @telusko,1.0
"i&#39;m currently learning javascript  and was thinking if navin sir could make javascript series and boom!! i&#39;m feeling so much lucky to have a teacher like you thank you very muchfrom,one of your students and fans",1.0
"you have great knoweldge sir ,thanks for your efforts for making it here.
actually i do train on javascript ,reactjs.
i believe to become a good programmer firstly one should have clear understanding on concepts ,so i focus on building clear picture about the concepts to my students so that they do not stuck in doubts .
youtube videos are great but i&#39;m starting a batch with just 20 members where each individual can interact with tutor and clear their doubts .
anyone interested can connect to me .",1.0
"sir, i was trying to learn js but did&#39;nt get the perfect course, but now you are going to start js course, i&#39;m really excited, i have done python, java preferring you&#39;re videos on udemy and yt as well..thank you sir",1.0
"navin sir, are you going to upload the entire playlist in chunks or will release strictly one video a day..???eagerly waiting for the entire javascript course from you sir!! ",1.0
"sir your js tutorials are very much  understandable, if possible kindly do educate us on react....... as well",1.0
"i learned every new language with you, sir. thanks a lot. the quality of your content is unquestionable.",1.0
exilarated to know...ready to become a master in js soon with the help of such a great teacher.... ,1.0
woah telusko is on whole different level from video qualiy to video editing to animations everything is spot on amazing,1.0
thanks a million sir . most expected series. on sunday live i commented for js series and that&#39;s started today... thank you .,1.0
i am super excited and ready for all the playlist. this going be very helpful in my mini project that i am doing this semester as well,1.0
thanks a lot naveen  much appreciated for your efforts.  your rock. i have learnt python from your previous version videos. thank you once again.,1.0
"please keep this js tutorial running, kindly dont stop this. thank you telusko!!",1.0
excellent tutorial on javascript and beginner-friendly examples.,1.0
i always wanted a javascript course from my fav teacher. now it&#39;s here. i am very much excited to learn. i am on it..... ,1.0
waooo....ur way of teaching is amazing..u explain each and everything in such an easy manner.....please make course on react js also...,1.0
"i am always looking for your lectures on javascript here, and finally i can learn it from you.",1.0
i&#39;m so excited to learn js with you. thanx sir for starting the crucial lang. again thanks.,1.0
sir continue this series till advance js validation ,1.0
woah  really super excited to learn java script...that too from my favourite you tuber navin reddy sir ...i think at last i can spend this lockdown usefully ,1.0
thank you so much sir...this playlist will add a new skill to many of us...thanks again..,1.0
"i am always excited to learn programming in telusko through navin sir, waiting for playlist thala ",1.0
"navin sir back in form, glad to see another series of programming language",1.0
"after completing python series, i m damn excited about the java script series ",1.0
finally! can&#39;t wait to start this seriessir please upload daily lecture...........,1.0
hello navin sir i have watched all the videos of the python that was awesome i was eagerly waiting for javascript you are taking great initiative i owe to you sir,1.0
finally!! i was waiting for longtime on javascript tutorial from navin sir and that day came today ,1.0
"wow great eager to learn js! thank you so much for your effort, mr. navin!",1.0
"naveen sir ! , please upload videos on c++ language also. in your channel videos on c language , java and python is available , but i does not find tutorial on c++ language. it will helpful for begginers.",1.0
sir i am waiting for this from a lot of time thanks a lot sir ,1.0
tulusko has become my best youtube channel. no one does it better than navin. thanks guy,1.0
iam a big fan for your way of explaining things...you are a great teacher,1.0
"very much excited for this series from the legend ""navin sir""!!!",1.0
sir jaldi jaldi karo video release i am trying to learn javascript so that i can learn react and other part in web development but none of the course was fine enough or interesting. now i have seen your python playlist so i think javascript is going to be more awesome just carry on and release all the videos fast i am eager to learn javascript from you. love apurba.... i hope learning from here i can also go and teach same content in even much better way in my channel... @codespectrum .... thank you for this awesome course...,1.0
big thumbs up. really looking forward to the js course!,1.0
yes i am super excited for this series thank you so much sir for doing this,1.0
expecting more videos on this series sooner as soon as possible.thank you,1.0
finally navin sir is back with javascript tutorials for his aliens,1.0
"thanks sir my 41 years i try to study,and also i completed phython course from your videos thanks once again",1.0
sir i&#39;m learning through your content and each day i&#39;m progressing thankyou for every help :),1.0
sir i think it&#39;s my luckbecause i completed your python series a week ago and now i am able to learn js tq so much sir ,1.0
"keep doing sir, you are the teacher for us.",1.0
please do  a playlist on typescript - react framework or the whole of react.  it is very frustrating to listen to others after getting used to your way of teaching.,1.0
sir can you kindly merge or link all js vedios into one... like how you have done for python,1.0
"until we didn&#39;t learn language from you, its feel something is missing ...we know we shouldn&#39;t expect to learn all things from single person still we expect to learn from you thanksss",1.0
thanks you sir..i promise to study everyday from this chamnel...please cover all the details....and also come up with paid courses at nominal prices...eg web development,1.0
after ultimate python course it&#39;s javascript now super duper excited for this.,1.0
thanks a lot for this series naveen. appreciate your effort.,1.0
wowww waiting for this series thank you guruji ,1.0
"finally, always wanted javascript videos on this channel ",1.0
sir thank you so much please continue on javascript some more vedios i fan of ur vedios and  ur way of reaching is amazing  sir.,1.0
wow!thankyou so much sir.i have been searching for this tutorials since months.,1.0
really excited for js sir  ur teaching is always the best ,1.0
"sir, when can we expect a video on javascript everyday. i am also learning java simultaneously from your videos.",1.0
can&#39;t wait for it sir....huge fan since python series,1.0
"wow, great sir. please also suggest any good reference book.. ""you don&#39;t know js"" would be a good option to go with as reference?",1.0
"hello sir,  are these videos tutorials useful for frontend developers too?",1.0
most awaited course in telusko i&#39;m js dev but still started watching,1.0
thank you naveen sir. starting javascript this channel too.. very much excited to learn!,1.0
hey man. i&#39;ve been watching your videos and they really help me understand stuff.,1.0
hello sir.... could you start a full series of typescript?,1.0
thats what i am look for . for front end it is easy to use js but when i work in nodejs it pretty hard to understand hopefully navin is going to clear my doubt....,1.0
"my thoughts :there should be some showcase videos for any new learning.suppose a child have completed his 12 th. and now his father wants to make him in field of engineering. there are different fields in engineering. and that child don&#39;t know which field is what, which field will be more interesting to him. so father should showcase the child about various fields of engineering. that not means to teach every field, father gives short examples of different field, to get little more idea about field. mainly tells the application of the field and connect to near surroundings, or which the child knows. by doing this child knows, which field show more interest to him and also it develops curosity abt the field in the child.this teaching is more on the surface, not deeper, but starting these teachings to child, helps to get what to learn. and children enjoys and need this too, at starting. in starting showcase and exposure is also needed for a child to start in any field.in the same way, i think there s&#39;d be some videos which don&#39;t teach, are just for showing new learners. see the application of this , like basic html, basic css, basic javascript. and enjoying and see things happening.and you the master showing these. this creates curosity in learning new thing or new language. generally teachers teach whole new thing, and makes thing at the last. they apply what they learnt for a long time, after a long time.i think first is to develop curosity, showcase the enjoyment part, that this is this, this works like this, here we have used this, here we used javascript, and see the magic. no need of any concept at starting. give basic idea behind, like html, css or javascript. nothing deep.then in second part, connect the first part, elaborate little basic concepts with application showcase.in third, have all deep concepts, without real showcase, just input output in idle, may be.our mind first don&#39;t want to go deep, it want to be on surface, let it be like that. first make it well on the surface. then one can easily dive into deep anytime. but then it will be wish of the learner. teacher first main aim s&#39;d be to develop curosity, enjoyment in his disciple. not simply to teach. start giving exposure, showcases.",0.0
video editing and quality is just on another level :),1.0
thank you for this amazing series ,1.0
"sir you already had made a playlist for javascript named javascript tutorial for beginners , then why another playlist for the same. can i go with that or should i wait for you to upload all the videos?",0.0
thrilled and excited for the upcoming javascript series,1.0
hello sir i have done my graduation in bca but because of less knowledge of programming i have worked in a different domain but now i want to switch it industry what would you suggest me sir??..,1.0
"oracle corporation owns the trade mark for js!!i am started learning js, thanks alot sir  ",1.0
it is very exciting to have a course on javascript from telusko... expecting it to improve my knowledge on javascript..,1.0
hi navin what prerequisit required for javascript?,1.0
here after mastering python from you . thank you soo much navin sir,1.0
will u put daily series? ..it will be usefull for us,1.0
some of us waiting to realise your js course :)thanks a lot for starting this playlist  ( ;,1.0
most awaited tutorials.... this alien is ready to  learn js ,1.0
"navin sir can you please start reactjs playlist, we  are egerly waiting.",1.0
totally excited to learn a new programming language ,1.0
"we are waiting sir, you are awesome teacher... love you sir",1.0
wating for more videos. your the first person from where ive learned my first programming language,1.0
really excited to learn java script from you brother,1.0
"after javascript, please make data structures and algorithms using python, data-science",1.0
could you please tell what is the pre requisite for this course?,1.0
"please sir give challeges after every topic of js like if you&#39;re teaching on closure that give a question on it and , etc thanks for starting series on js",1.0
most awaited tutorial ,1.0
excited...... also if you make some videos on oracle sql it will really helps us a lot sir,1.0
legend navin reddy  sir!,1.0
waiting for your subsequent tutorials sir :-),1.0
damn excited to learn javascript ,1.0
the new (2014) version of &#39;lesson one&#39;.now available. #misterduncan   #duncanenglish ,1.0
"omg!!!  7 years ago, i started to learn and improve my english level with this video. im in australia now. thank you!",1.0
"your new lesson is great! thanks to you, i&#39;ve been practising english every day. i like the rotating terrestrial globe, like you who teaches us universally. thank you so much, misterduncan. i&#39;ll learn english with pleasure.",1.0
a big hello to alex d and all his students watching in vietnam! 8-)i start talking on the video at 0:32  (click the blue time code to skip the intro),1.0
the best teacher out there!i really liked the new version of your first lesson.you are a big inspiration for me and i show your videos to my students.thank you!,1.0
"hello dear teacher, misterduncan. i am a big fan of yours. but at the first video you looked happier and more friendly. thank you so much for your dedication, your time and your teachings. may god bless you.",1.0
"hi mr. duncan, i always enjoy watching your videos. i wish you are healthy, energetic and have passion to continue teaching us. have a nice day. i&#39;m obsessed with you lessons :))",1.0
"i was pretty sure that your videos dated back further/longer than 8 years. the first time i saw your videos i was just a 13 yo beginner and thanks to you, among many other english teaching content creators, i can proudly write this comment and thank you for your contribution to my learning process, particularly with my writing skills in and my pronunciation of this beautiful yet chaotic language. i know my mastery of the language isn&#39;t perfect, but conversationally speaking, i can get people to understand me rather well today at the age of 29, every day closer to 30s lmao.hope you&#39;re doing great mr. duncan, regards from chile!",1.0
your writing style is fantastic  informative yet easy to follow. i learned a lot from this article. thanks for sharing!,1.0
"hello mrduncan, i came across your lessons few years ago when taking my celta certification. i&#39;m now an english teacher in belgium (state schools) and i really need &#39;something&#39; special to engage all my student; teenagers that are not motivated, adults that are beginners and  my &#39;face to face&#39; students. you&#39;re just great and giving me the energy and the correct attitude to prepare lessons that&#39;ll suit all my students! thank you so much!",1.0
this is very nostalgic 8 years ago i didn&#39;t know a word of english and i used to watch these videos and repeat everything you say word for word. your videos made the process very fun at the time! so thank you so much for everything!,1.0
thank you misterduncan. yours lessons are the best on youtube. i&#39;m just preparing to the fce and i really like my exercises with your broadcasts.i hope you&#39;ll never stop making broadcasts.tata for now and see you in the next video!,1.0
"hi, misterduncan i have been following with your lessons for the last couple of years and love them so much that i devote much time. thank you misterduncan and continue it.",1.0
"thank you so much for your lecture. it really inspires me. i will try to build on my english knowledge every day and remember that ""no pain no gain"".",1.0
"your channel is really really really helpful mr duncan, thank you so much for your great efforts, i really appreciate it and "" most importantly "" learn from it.thank you so much again.",1.0
"hi mr.james , i&#39;d like to thank you for all the knowledge you&#39;ve been passing to us, and of course happy birthday!!!greetings from santarm - brazil - amazon",1.0
"very useful lecture, thank you mr duncan.this gives me more motivation",1.0
you explain this video in very simple words anyone can easily understand  thanks,1.0
"hi mr. duncan,your lesson is very good for me. i think it is helpful for me to learn. i am looking forward to seeing you and your new lesson again.",1.0
thank you so much . you are very inspiring.it feels once again you have opened the door of opportunities for learners like us,1.0
"misterduncan i enjoyed your videos and suggest that my students of english use them for english practice. i wonder if you&#39;d consider doing your style lessons but on grammar concepts. i would suggest the cambridge ""grammar in use"" series as a guid. it starts with ""essential grammar in use"", ""english grammar in use"" and ends with advanced grammar in use"". they are the most used books for reviewing and learning english in the world.",1.0
hello mr duncan! you are really such a great teacher i have ever seen! i have been following you since 2009. really love your expression. the way you express your body gestures and the way you speak are really amazing. specially your intonations are the most lively i assume. :d,1.0
"thank you for your videos. now i find it&#39;s very interesting and exciting when learning english, which i have never felt before.thank you so much.",1.0
i totally agree with you mister duncan! i am from brazil and i hope i can learn with your videos.,1.0
"thank you for making studying english videos!i am japanese,so i want to gain natural english.i dont forget no pain,no gaini will do my best !",1.0
"hi everybody, this is misterduncan in england. how are you today? are you ok? i hope so. are you happy? i hope so.... i loved these words. thank you mr duncan for this tremendous work i started to watch your videos from zero level, and now after 8 yrs i am good at listening and reading but still not confident in speaking, and struggling in writing . i think basically it is my mistake bcs i didn&#39;t practice daily. as you always said no pain, no gain. now from today&#39; i&#39;m again going to start learn english.",1.0
professional learner masha allah,1.0
i am from india. i am learning english with you. because english is necessary for become a officer in indian army. and know i sure i&#39;ll get perfect in english with you. thanks a lot sir. ,1.0
hello mr. duncan in england i am really really appreciate you 8 years ago i was watching you every night and i was learning and it kept learning from your videos for 4 years thanks a lot mr. your blessing help me a lot thanks again,1.0
hello mr. duncan. your channel is amazing. thank you for teaching english for us.,1.0
thanks a lotthis is the first day and first lesson for learning and improving my english language. i hope to learn many learning skills via your lessons,1.0
"thank you, i like this video so much because it&#39;s very useful for me, it not only teaches me about english but also inspires me more on the way of conquering the e goal. i can do it, i can communicate in e very well within this year.",1.0
"thank you, misterduncan, as a salvadoran teacher i have found your videos must useful with my students. may god bless you as he continues helping you in your noble task.",1.0
"hello, sir. i will begin practise english again and study what you teach. i will come back when my english is better, try the best. thank you so much. ",1.0
20.11.2018. the first time i heard this video. it&#39;s so useful. i hope i can become a good speaker in english next year. thank for your videos.,1.0
i love this video  it&#39;s easy to start learning english. love your video ,1.0
thanks teacher. your vdeos are wonderful!,1.0
"yes, learning language need to take the patience and confidence. it needs to practice regularly and find involved to real life in ourselves, my speaking english is not good very much, so i want to improve it very much. thanks for your video. ",1.0
thanks mr duncan! your english lessons are very useful for me!,1.0
highly professional way to help the community to learn english. great work!,1.0
thank you very much! i have just found your lessons. i will try my best to practise every day with you.,1.0
"hi teacher, i&#39;m from vietnam and i really suprise because this is the first time i understand anything in a video with english language. i will continue practise everyday. thank you so much mr. duncan!",1.0
i  like your videos .i  have followed most of your videos  for many years.thanks for making these kind of helpful lessons to teach freely  online for us.very useful.  i  am from vietnam.,1.0
hello teacher! god bless you! i&#39;m so happy for finding you here! it&#39;s my first time i watch your youtube channel but it&#39;s awesome! i&#39;ll stay here! i&#39;m watching from colombia ,1.0
"hello misterduncan, its great to see you sir,  now i am learning english i am very weak , i will work one hour of your every lesson video daily, i am scare for mistakes, many time my friends make fun of my mistakes  :&#39;(  thats why i loss my confidance many time and stoped learning english now its time to start again learnng with your videos please help me  misterduncan..",1.0
"hello, i`m from ukraine. my teacher of english told me to watch your videos. that are so funny and most important are interesting and useful. thank you for your work and charizma :)",1.0
"whenever i need motivation, i turn to this video.  after that, i always remind myself: don&#39;t be in a hurry, love english and i can do it",1.0
"thank you for lessons mr duncan. i first found your videos when i was a student about 7 or 8 years ago . i watched the first 50 videos from my smart phone . my favorite video was turkey summer holiday video.now i have a job i want to go valye island in turkey too even i live turkey i still couldnt go there islands looks beautiful i want to make paintings there. i am so happy you still active in youtube =) i hope you are happy , iiii hope so",1.0
muito bom!!! thanks!!!!,1.0
"thank you , i have learned a lot from you.i have suggestions . first , focus on ielts part 2. for example, talking about history , book , or sports . second , talk about issues nowadays. for example, effect of technology, meaning of success,or investment...etc kindest regards,sami",1.0
"hello misterduncan. i am muntana in thailand. i am very happy to see your videos. these are useful for me. i love english language. i practise english everyday to be fluent in the next time. i hope ""i can do it"".",1.0
"omg! i didn&#39;t saw a teacher like mr.duncan.i learn very well things with him. thank you very much, mr.duncan!",1.0
a very good channel for beginners and can make us fluent,1.0
i really like your channel. it&#39;s so fun and helpful to learn english  ,1.0
"hi sir, iam india i want to speak english. your video is really nice. i want to watching continuously. thank you so much for your hard work and dedication.",1.0
meus parabns,1.0
thank you misterduncan. you are the best english teacher on youtube!!!,1.0
i want to learn in english day by day.thank your mr. duncan ,1.0
"wow,it&#39;s my first time watching this english learning video,it&#39;s really easy to understand what you are teaching ,i love it ,so thanks for making this video, misterduncan!",1.0
"i search so hard to find this type of dialect, i really really satisfied eventually, thanks a million !",1.0
"misterduncon , very very welcome back, i love your work / lesson .you are amazing. i will also thanks for your time and ressourse to make oss such fantasitc lessons.",1.0
thank you! i hope that there are lots and lots of videos. it was fun to watch the first one.,1.0
"i love this video so much, i have watched this video so many times. this video  gives me a lot of motivation to learn english, thank   misterduncan.",1.0
hello misterduncan..i&#39;m from india northeast(mizoram) your channel helps me improving a lot in english language thank u very much,1.0
"i liked this video .it is encouraging , and definitely i&#39;m gonna learn a lot from you misterduncan...",1.0
i really enjoyed listening to you. u&#39;re a great teacher,1.0
thank you for your lessons. i improve my english skills with you ,1.0
i&#39;m really glad to have a great teacher mr. duncan,1.0
thank you so much for the new version you are the best !,1.0
really helpful and i really enjoyed the  lesson.really thankful .,1.0
"this introduction is very motivated for me, i think you did a great job, i wish to you more success in coming videos..",1.0
very interesting to follow,1.0
"thank you so much, i hope you can make a lot of useful videos to teach english",1.0
"oh i love your videos so badddd <3 and i&#39;m studying german too ! most of the english centers in vietnam teach american english, and i hardly see someone who speaks british english here. but i really like british english, and thank god, i found your videos !",1.0
"welcome back misterduncan, we were waiting for another brilliant lesson...",1.0
2/9/2018. i found your channel. i am learning english. you&#39;re a good teacher. thanks for your video.,1.0
take it easyyou first nee a good vocabularyview english as a part of your bodyenglish mist become a part of your everyday lifepractise dailystart with a strong foundationdo not see english as another subjectdo not worry about making mistakes,1.0
thank you so much mr duncan  i love your way to speak and you&#39;re so smart ,1.0
"what a great lesson! in lesson one, i really miss it so much to meet it once again.",1.0
"hi mr duncan, nice to meet you. thanks your lesson. it is very useful",1.0
very nice sir you are a great person thank you so much for your help,1.0
he is best teacher . thank you duncan,1.0
learning english with you is a happy thing to do in my life.,1.0
"i haven&#39;t much opportunities for speaking, but reading and even more writing english have always been challenging for me.",1.0
this one is a really good starter waiting for the next lesson thanks for your efforts,1.0
"thank you mr. duncan, i just found your videos this morning. you try to pronunciate english little bit slowly, so i can hear clearly english (accents). i am from indonesia and learn english as a foreign laguage. i am going to wait your videos. thank you sir",1.0
wonderful material! congrats!,1.0
"misterduncan. i have to say thank you to you. i still remember the first video i wasn&#39;t understand a word, now i work as interprets. thank you.",1.0
may this new year bring you positive emotions and fresh ideas! i would like to express my gratitude for your lessons. they are inspiring indeed. the way you present information is quite effective. your accent and the tempo you speak with is to my liking...my students and i love watching and listening to your videos.  zillions of thanks...,1.0
i&#39;m new here  it was very funny and existing... i&#39;ll complete this course..i hope i&#39;ll improve my english  . lots of love from india ,1.0
thanks for your advice. i&#39;ll try my best to improve my skills in english. i hope to enjoy your lesson as my hobbies.,1.0
i am 23yo. i hope that it is not too late to begin learning english again. thank you and alexa ,1.0
great work from you .. keep up . but we need lessons about how we can reduce grammar of writing,1.0
you are replying even after 6 years. your videos are awesome.,1.0
this has changed my thinking about learning english.thank you so much.,1.0
"1/4/2018 and i&#39;m watching your first lessons mr. duncan, thank u very much",1.0
thank you very much! i wish i can meet and talk with a person like you to improve my speaking skills ^^ because i find it hard to talk with others in english.,1.0
your pronunciations is pretty clear i love it,1.0
"hi. i&#39;m new in english language and i see your videos for first time. is very important to me learn english, and going to use these videos to do it. sorry my gramatic but i&#39;m begining in this theme. grettings from colombia.",1.0
you teach very clearly. thank you so much. i can do it. i can do it.,1.0
